0[2, 3, 1, 5, 7, 4, 10, 11, 0, 9, 8, 6]null
j[2, 3, 1, 5, 7, 4, 10, 11, 9, 0, 8, 6]Right
g[2, 3, 1, 5, 7, 4, 0, 11, 9, 10, 8, 6]UP-Right
f[2, 3, 1, 5, 7, 0, 4, 11, 9, 10, 8, 6]LEFT
c[2, 3, 0, 5, 7, 1, 4, 11, 9, 10, 8, 6]UP-Right
d[2, 3, 5, 0, 7, 1, 4, 11, 9, 10, 8, 6]Right
g[2, 3, 5, 4, 7, 1, 0, 11, 9, 10, 8, 6]DOWN-Left
l[2, 3, 5, 4, 7, 1, 6, 11, 9, 10, 8, 0]DOWN-Right
k[2, 3, 5, 4, 7, 1, 6, 11, 9, 10, 0, 8]LEFT
j[2, 3, 5, 4, 7, 1, 6, 11, 9, 0, 10, 8]LEFT
e[2, 3, 5, 4, 0, 1, 6, 11, 9, 7, 10, 8]UP-LEFT
f[2, 3, 5, 4, 1, 0, 6, 11, 9, 7, 10, 8]Right
c[2, 3, 0, 4, 1, 5, 6, 11, 9, 7, 10, 8]UP-Right
b[2, 0, 3, 4, 1, 5, 6, 11, 9, 7, 10, 8]LEFT
a[0, 2, 3, 4, 1, 5, 6, 11, 9, 7, 10, 8]LEFT
e[1, 2, 3, 4, 0, 5, 6, 11, 9, 7, 10, 8]DOWN
f[1, 2, 3, 4, 5, 0, 6, 11, 9, 7, 10, 8]Right
g[1, 2, 3, 4, 5, 6, 0, 11, 9, 7, 10, 8]Right
j[1, 2, 3, 4, 5, 6, 7, 11, 9, 0, 10, 8]DOWN-Left
k[1, 2, 3, 4, 5, 6, 7, 11, 9, 10, 0, 8]Right
h[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8]UP-Right
l[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]DOWN
