0[0, 11, 9, 10, 8, 7, 6, 5, 4, 3, 2, 1]null
e[8, 11, 9, 10, 0, 7, 6, 5, 4, 3, 2, 1]DOWN
b[8, 0, 9, 10, 11, 7, 6, 5, 4, 3, 2, 1]UP-Right
g[8, 6, 9, 10, 11, 7, 0, 5, 4, 3, 2, 1]DOWN-Right
c[8, 6, 0, 10, 11, 7, 9, 5, 4, 3, 2, 1]UP
f[8, 6, 7, 10, 11, 0, 9, 5, 4, 3, 2, 1]DOWN-Left
g[8, 6, 7, 10, 11, 9, 0, 5, 4, 3, 2, 1]Right
j[8, 6, 7, 10, 11, 9, 3, 5, 4, 0, 2, 1]DOWN-Left
i[8, 6, 7, 10, 11, 9, 3, 5, 0, 4, 2, 1]LEFT
f[8, 6, 7, 10, 11, 0, 3, 5, 9, 4, 2, 1]UP-Right
k[8, 6, 7, 10, 11, 2, 3, 5, 9, 4, 0, 1]DOWN-Right
h[8, 6, 7, 10, 11, 2, 3, 0, 9, 4, 5, 1]UP-Right
d[8, 6, 7, 0, 11, 2, 3, 10, 9, 4, 5, 1]UP
g[8, 6, 7, 3, 11, 2, 0, 10, 9, 4, 5, 1]DOWN-Left
j[8, 6, 7, 3, 11, 2, 4, 10, 9, 0, 5, 1]DOWN-Left
k[8, 6, 7, 3, 11, 2, 4, 10, 9, 5, 0, 1]Right
h[8, 6, 7, 3, 11, 2, 4, 0, 9, 5, 10, 1]UP-Right
c[8, 6, 0, 3, 11, 2, 4, 7, 9, 5, 10, 1]UP-LEFT
f[8, 6, 2, 3, 11, 0, 4, 7, 9, 5, 10, 1]DOWN-Left
e[8, 6, 2, 3, 0, 11, 4, 7, 9, 5, 10, 1]LEFT
j[8, 6, 2, 3, 5, 11, 4, 7, 9, 0, 10, 1]DOWN-Right
k[8, 6, 2, 3, 5, 11, 4, 7, 9, 10, 0, 1]Right
l[8, 6, 2, 3, 5, 11, 4, 7, 9, 10, 1, 0]Right
g[8, 6, 2, 3, 5, 11, 0, 7, 9, 10, 1, 4]UP-LEFT
k[8, 6, 2, 3, 5, 11, 1, 7, 9, 10, 0, 4]DOWN
f[8, 6, 2, 3, 5, 0, 1, 7, 9, 10, 11, 4]UP-LEFT
g[8, 6, 2, 3, 5, 1, 0, 7, 9, 10, 11, 4]Right
b[8, 0, 2, 3, 5, 1, 6, 7, 9, 10, 11, 4]UP-LEFT
a[0, 8, 2, 3, 5, 1, 6, 7, 9, 10, 11, 4]LEFT
f[1, 8, 2, 3, 5, 0, 6, 7, 9, 10, 11, 4]DOWN-Right
g[1, 8, 2, 3, 5, 6, 0, 7, 9, 10, 11, 4]Right
b[1, 0, 2, 3, 5, 6, 8, 7, 9, 10, 11, 4]UP-LEFT
c[1, 2, 0, 3, 5, 6, 8, 7, 9, 10, 11, 4]Right
h[1, 2, 7, 3, 5, 6, 8, 0, 9, 10, 11, 4]DOWN-Right
l[1, 2, 7, 3, 5, 6, 8, 4, 9, 10, 11, 0]DOWN
g[1, 2, 7, 3, 5, 6, 0, 4, 9, 10, 11, 8]UP-LEFT
c[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8]UP
d[1, 2, 3, 0, 5, 6, 7, 4, 9, 10, 11, 8]Right
h[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8]DOWN
l[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0]DOWN
